,date,team1,team2,1starter_1,1starter_2,1starter_3,1starter_4,1starter_5,1starter_6,1starter_7,1starter_8,1starter_9,1starter_10,1starter_11,1sub_1,1sub_2,1sub_3,1sub_4,1sub_5,1sub_6,1sub_7,2starter_1,2starter_2,2starter_3,2starter_4,2starter_5,2starter_6,2starter_7,2starter_8,2starter_9,2starter_10,2starter_11,2sub_1,2sub_2,2sub_3,2sub_4,2sub_5,2sub_6,2sub_7,referee,assistant_1,assistant_2,fourth
232,05.12.2018,Burnley,Liverpool,Joe Hart,Phil Bardsley,Charlie Taylor,James  Tarkowski,Ben Mee,Ashley Westwood,Johann  Berg Guðmunds­son,Jack Cork,Robbie Brady,Chris Wood,Ashley Barnes,Tom Heaton,Matthew Lowton,Kevin Long,Jeff Hendrick,Aaron  Lennon,Sam Vokes,Matěj Vydra,Alisson Ramsés Becker,Joe Gomez,Alberto Moreno Pérez,Joël Andre Job Matip,Virgil van Dijk,Jordan Brian Henderson,James Philip Milner,Naby Deco Keïta,Daniel Andre Sturridge,Xherdan Shaqiri,Divock Okoth Origi,Simon Mignolet,Trent Alexander-Arnold,Fábio Henrique Tavares,Adam David Lallana,Rafael Euclides Soares Camacho,Roberto Firmino Barbosa de Oliveira,Mohamed  Salah Ghaly,Stuart Attwell,Richard West,Derek Eaton,Mike Dean
233,05.12.2018,Fulham,Leicester City,Sergio Rico González,Cyrus Christie,Maxime Le Marchand,Denis Odoi,Alfie Mawson,Calum Chambers,Jean Michaël Seri,Kouassi Ryan Sessegnon,Aboubakar Kamara,Aleksandar Mitrović,Luciano Vietto,Marcus Bettinelli,Tim Ream,Joe  Bryan,Neeskens Kebano,Tom Cairney,André Schürrle,André-Frank Zambo Anguissa,Kasper Schmeichel,Danny Simpson,Ben Chilwell,Wes Morgan,Caglar Söyüncü,Onyinye Wilfred Ndidi,Nampalys Mendy,James Maddison,Marc Albrighton,Fousseni Diabaté,Kelechi Promise Iheanacho,Danny Ward,Ricardo Domingos Barbosa Pereira,Christian Fuchs,Josh Knight,Demarai Gray,Vicente Iborra de la Fuente,Shinji Okazaki,David Coote,Lee Betts,Stephen Child,Craig Pawson
234,05.12.2018,Wolverhampton Wanderers,Chelsea,Rui Pedro dos Santos Patrício,Matt Doherty,Rúben Gonçalo Silva Nascimento Vinagre,Willy Boly,Conor  Coady,Ryan Bennett,João Filipe Iria Santos Moutinho,Romain Saïss,Morgan Gibbs-White,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,John Ruddy,Kortney Hause,Leander Dendoncker,Ivan Ricardo Neves Abreu Cavaleiro,Hélder Wander Sousa Azevedo Costa,Leonardo Bonatini Lohner Maia,Adama Traoré Diarra,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,Marcos  Alonso Mendoza,Antonio Rüdiger,Andreas Christensen,Francesc Fàbregas i Soler,N'Golo Kanté,Ruben Loftus-Cheek,Álvaro Borja Morata Martín,Willian Borges da Silva,Eden Hazard,Wilfredo Daniel Caballero,Davide Zappacosta,David Luiz Moreira Marinho,Jorge Luiz Frello Filho,Mateo Kovačić,Pedro Eliezer Rodríguez Ledesma,Olivier Giroud,Jonathan Moss,Edward Smart,Andy Halliday,Roger East
235,05.12.2018,Everton,Newcastle United,Jordan Pickford,Séamus Coleman,Lucas Digne,Kurt Happy Zouma,Yerry Fernando Mina González,Idrissa Gana Gueye,André Filipe Tavares Gomes,Gylfi Þór Sigurðsson,Ademola Lookman,Cenk Tosun,Richarlison de Andrade,Maarten Stekelenburg,Leighton Baines,Michael Keane,Bernard  Anício Caldeira Duarte,Tom Davies,Theo  Walcott,Dominic Calvert-Lewin,Martin Dúbravka,DeAndre Yedlin,Javier Manquillo Gaitán,Fabian Lukas Schär,Federico Fernández,Jamaal Lascelles,Jacob Murphy,Sung-Yeung Ki,Mohamed Diamé,Christian  Atsu Twasam,José Salomón Rondón Giménez,Freddie Woodman,Ciaran Clark,Jonjo Shelvey,Sean Longstaff,Yoshinori Muto,Ayoze Pérez Gutiérrez,José Luis Sanmartín Mato,Lee Mason,Marc Perry,Daniel Robathan,Andy Madley
236,04.12.2018,Watford,Manchester City,Ben Foster,Francisco Femenía Far,José Holebas,Craig Cathcart,Christian Kabasele,Abdoulaye Doucouré,Will Hughes,Nathaniel Chalobah,Roberto Maximiliano Pereyra,Isaac  Ajayi Success,Troy Deeney,Heurelho da Silva Gomes,Adrian Mariappa,Adam Masina,Ben Wilmot,Domingos Quina,Gerard Deulofeu Lázaro,Andre Gray,Ederson Santana de Moraes,Kyle Walker,Vincent Kompany,John Stones,Fabian Delph,Fernando Luiz Rosa,Bernardo Mota Veiga de Carvalho e Silva,David Josué Jiménez Silva,Riyad Mahrez,Gabriel Fernando de Jesus,Leroy Sané,Arijanet Murić,Danilo Luiz da Silva,Aymeric  Laporte,Nicolás Hernán Otamendi,İlkay Gündoğan,Philip Foden,Raheem Shaquille Sterling,Paul Tierney,Constantine Hatzidakis,Mick McDonough,Michael Oliver
237,04.12.2018,AFC Bournemouth,Huddersfield Town,Asmir Begović,Simon Francis,Charlie Daniels,Steve Cook,Nathan Aké,Jefferson Andrés Lerma Solís,David Brooks,Lewis Cook,Ryan Fraser,Callum Wilson,Joshua King,Artur Boruc,Diego Rico Salguero,Tyrone Mings,Andrew Surman,Junior Stanislas,Lys Mousset,Jermain  Defoe,Jonas Lössl,Florent Hadërgjonaj,Erik Durm,Terence Kongolo,Christopher Schindler,Mathias Jattah-Njie Jørgensen,Aaron Mooy,Philip Billing,Alex  Pritchard,Jonathan Hogg,Laurent Depoitre,Ben Hamer,Tom Smith,Ramadan Sobhi,Daniel Williams,Abdelhamid Sabiri,Elias Kachunga,Isaac Mbenza,Roger East,Adrian Holmes,Mark Scholes,Lee Probert
238,04.12.2018,Brighton & Hove Albion,Crystal Palace,Mathew Ryan,Martín Montoya Torralbo,Bernardo Fernandes da Silva Junior,Shane Duffy,Lewis Dunk,Davy Pröpper,Solomon March,Yves Bissouma,Pascal Groß,Glenn Murray,José Heriberto Izquierdo Mena,Jason Steele,Gaëtan Bong Songo,Leon-Aderemi Balogun,Beram Kayal,Anthony Knockaert,Jürgen Locadia,Florin Andone,Wayne  Hennessey,Aaron Wan-Bissaka,Patrick  van Aanholt,James Tomkins,Mamadou Sakho,Cheikhou Kouyaté,James McArthur,Luka Milivojević,Andros Townsend,Max  Meyer,Wilfried Zaha,Vicente Guaita Panadero,Joel Ward,Jeffrey  Schlupp,Martin Kelly,Jason Puncheon,Alexander Sørloth,Jordan Ayew,Kevin Friend,Matthew Wilkes,Simon Beck,Simon Hooper
239,04.12.2018,West Ham United,Cardiff City,Łukasz Fabiański,Arthur Masuaku,Issa Diop,Angelo Obinze Ogbonna,Michail Antonio,Declan Rice,Robert Snodgrass,Mark Noble,Felipe  Anderson Pereira Gomes,Marko Arnautović,Javier Hernández Balcázar,Adrián San Miguel del Castillo,Fabián Cornelio Balbuena González,Pablo Javier Zabaleta Girod,Pedro  Mba Obiang Avomo,Grady Diangana,Andy Carroll,Lucas Pérez Martínez,Neil Leonard Dula Etheridge,Bruno Écuélé Manga,Joe Bennett,Sean Morrison,Souleymane Bamba,Callum Paterson,Aron Einar Gunnarsson,Víctor Camarasa Ferrando,Joe Ralls,Harry Arter,David Junior Hoilett,Alex Smithies,Lee Peltier,Josh Murphy,Bobby Reid,Kadeem Harris,Nathaniel Mendez-Laing,Gary Madine,Graham Scott,Simon Bennett,Neil Davies,John Brooks
240,02.12.2018,Liverpool,Everton,Alisson Ramsés Becker,Trent Alexander-Arnold,Andrew Robertson,Joe Gomez,Virgil van Dijk,Fábio Henrique Tavares,Georginio Wijnaldum,Xherdan Shaqiri,Roberto Firmino Barbosa de Oliveira,Mohamed  Salah Ghaly,Sadio Mané,Simon Mignolet,Alberto Moreno Pérez,Joël Andre Job Matip,James Philip Milner,Naby Deco Keïta,Daniel Andre Sturridge,Divock Okoth Origi,Jordan Pickford,Séamus Coleman,Lucas Digne,Michael Keane,Yerry Fernando Mina González,Idrissa Gana Gueye,André Filipe Tavares Gomes,Gylfi Þór Sigurðsson,Bernard  Anício Caldeira Duarte,Theo  Walcott,Richarlison de Andrade,Maarten Stekelenburg,Leighton Baines,Kurt Happy Zouma,Tom Davies,Cenk Tosun,Dominic Calvert-Lewin,Ademola Lookman,Chris Kavanagh,Daniel Cook,Sian Massey,Anthony Taylor
241,02.12.2018,Arsenal,Tottenham Hotspur,Bernd Leno,Héctor Bellerín Moruno,Sead Kolašinac,Rob Holding,Sokratis Papastathopoulos,Shkodran Mustafi,Lucas Torreira Di Pascua,Granit Xhaka,Henrikh Mkhitaryan,Alex Iwobi,Pierre-Emerick Aubameyang,Petr Čech,Stephan Lichtsteiner,Mohamed Naser Elsayed Elneny,Aaron Ramsey,Ainsley Maitland-Niles,Mattéo Guendouzi Olié,Alexandre Lacazette,Hugo Lloris,Serge Aurier,Ben Davies,Jan Vertonghen,Juan Marcos Foyth,Eric Dier,Moussa Sissoko,Christian  Dannemann Eriksen,Heung-Min Son,Bamidele Alli,Harry Kane,Paulo Dino Gazzaniga,Danny Rose,Toby Alderweireld,Kyle Walker-Peters,Harry Winks,Lucas Rodrigues Moura da Silva,Fernando Llorente Torres,Mike Dean,Darren Cann,Daniel Robathan,Andre Marriner
242,02.12.2018,Chelsea,Fulham,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,Marcos  Alonso Mendoza,Antonio Rüdiger,David Luiz Moreira Marinho,Jorge Luiz Frello Filho,N'Golo Kanté,Mateo Kovačić,Olivier Giroud,Pedro Eliezer Rodríguez Ledesma,Eden Hazard,Wilfredo Daniel Caballero,Davide Zappacosta,Andreas Christensen,Francesc Fàbregas i Soler,Ruben Loftus-Cheek,Willian Borges da Silva,Álvaro Borja Morata Martín,Sergio Rico González,Cyrus Christie,Maxime Le Marchand,Denis Odoi,Alfie Mawson,Calum Chambers,Jean Michaël Seri,Stefan Marius Johansen,Tom Cairney,Kouassi Ryan Sessegnon,Aleksandar Mitrović,Marcus Bettinelli,Tim Ream,Joe  Bryan,Neeskens Kebano,Ibrahima Cissé,Floyd Ayité,Aboubakar Kamara,Craig Pawson,Ian Hussin,Richard West,David Coote
243,01.12.2018,Southampton,Manchester United,Alex McCarthy,Yan Valery,Cédric Ricardo Alves Soares,Jack Stephens,Jannik Vestergaard,Maya Yoshida,Pierre-Emile Højbjerg,Stuart Armstrong,Nathan Redmond,Mario Lemina,Michael Obafemi,Angus Gunn,Wesley Hoedt,Steven Davis,Oriol Romeu Vidal,James  Ward-Prowse,Charlie Austin,Manolo Gabbiadini,David de Gea Quintana,Ashley Young,Luke Shaw,Phil Jones,Nemanja Matić,Scott McTominay,Ander Herrera Agüera,Paul Pogba,Marouane Fellaini-Bakkioui,Marcus Rashford,Romelu Lukaku Menama,Sergio Germán Romero,Faustino Marcos Alberto Rojo,José Diogo Dalot Teixeira,Juan Manuel Mata García,Jesse Lingard,Frederico Rodrigues Santos,Anthony Martial,Kevin Friend,Matthew Wilkes,Simon Beck,Roger East
244,01.12.2018,Crystal Palace,Burnley,Wayne  Hennessey,Aaron Wan-Bissaka,Patrick  van Aanholt,James Tomkins,Mamadou Sakho,Luka Milivojević,James McArthur,Cheikhou Kouyaté,Andros Townsend,Max  Meyer,Wilfried Zaha,Vicente Guaita Panadero,Joel Ward,Jeffrey  Schlupp,Martin Kelly,Jason Puncheon,Alexander Sørloth,Jordan Ayew,Joe Hart,Matthew Lowton,Charlie Taylor,Kevin Long,Ben Mee,Steven Defour,Aaron  Lennon,Jack Cork,Jeff Hendrick,Johann  Berg Guðmunds­son,Chris Wood,Tom Heaton,James  Tarkowski,Phil Bardsley,Robbie Brady,Ashley Westwood,Sam Vokes,Ashley Barnes,Lee Probert,Andy Garratt,Adrian Holmes,Mike Dean
245,01.12.2018,Huddersfield Town,Brighton & Hove Albion,Jonas Lössl,Florent Hadërgjonaj,Erik Durm,Terence Kongolo,Christopher Schindler,Mathias Jattah-Njie Jørgensen,Aaron Mooy,Philip Billing,Alex  Pritchard,Jonathan Hogg,Steve Mounié,Ben Hamer,Tom Smith,Ramadan Sobhi,Daniel Williams,Elias Kachunga,Isaac Mbenza,Laurent Depoitre,Mathew Ryan,Bruno Saltor Grau,Bernardo Fernandes da Silva Junior,Shane Duffy,Lewis Dunk,Yves Bissouma,Solomon March,Davy Pröpper,Pascal Groß,Florin Andone,José Heriberto Izquierdo Mena,Jason Steele,Gaëtan Bong Songo,Leon-Aderemi Balogun,Beram Kayal,Anthony Knockaert,Jürgen Locadia,Glenn Murray,Michael Oliver,Simon Bennett,Mick McDonough,Jonathan Moss
246,01.12.2018,Leicester City,Watford,Kasper Schmeichel,Ricardo Domingos Barbosa Pereira,Ben Chilwell,Wes Morgan,Jonny Evans,Onyinye Wilfred Ndidi,Demarai Gray,Nampalys Mendy,James Maddison,Marc Albrighton,Jamie Vardy,Danny Ward,Caglar Söyüncü,Christian Fuchs,Vicente Iborra de la Fuente,Kelechi Promise Iheanacho,Shinji Okazaki,Fousseni Diabaté,Ben Foster,Francisco Femenía Far,José Holebas,Adrian Mariappa,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Maximiliano Pereyra,Isaac  Ajayi Success,Gerard Deulofeu Lázaro,Heurelho da Silva Gomes,Adam Masina,Christian Kabasele,Ken Sema,Nathaniel Chalobah,Troy Deeney,Andre Gray,Graham Scott,Marc Perry,Neil Davies,Craig Pawson
247,01.12.2018,Manchester City,AFC Bournemouth,Ederson Santana de Moraes,Danilo Luiz da Silva,Nicolás Hernán Otamendi,Aymeric  Laporte,Oleksandr Zinchenko,Fernando Luiz Rosa,Bernardo Mota Veiga de Carvalho e Silva,İlkay Gündoğan,Gabriel Fernando de Jesus,Raheem Shaquille Sterling,Leroy Sané,Arijanet Murić,Kyle Walker,Vincent Kompany,Fabian Delph,David Josué Jiménez Silva,Riyad Mahrez,Philip Foden,Asmir Begović,Simon Francis,Charlie Daniels,Tyrone Mings,Nathan Aké,Steve Cook,Andrew Surman,Lewis Cook,Ryan Fraser,Joshua King,Callum Wilson,Artur Boruc,Diego Rico Salguero,Jack Simpson,Junior Stanislas,David Brooks,Lys Mousset,Jermain  Defoe,Stuart Attwell,Stuart Burt,Derek Eaton,Anthony Taylor
248,01.12.2018,Newcastle United,West Ham United,Martin Dúbravka,DeAndre Yedlin,Javier Manquillo Gaitán,Federico Fernández,Fabian Lukas Schär,Sung-Yeung Ki,Matt Ritchie,Mohamed Diamé,Robert Kenedy Nunes do Nascimento,José Salomón Rondón Giménez,Ayoze Pérez Gutiérrez,Freddie Woodman,Ciaran Clark,Jamaal Lascelles,Jonjo Shelvey,Christian  Atsu Twasam,Sean Longstaff,José Luis Sanmartín Mato,Łukasz Fabiański,Pablo Javier Zabaleta Girod,Aaron Cresswell,Fabián Cornelio Balbuena González,Issa Diop,Mark Noble,Felipe  Anderson Pereira Gomes,Declan Rice,Robert Snodgrass,Marko Arnautović,Javier Hernández Balcázar,Adrián San Miguel del Castillo,Angelo Obinze Ogbonna,Arthur Masuaku,Pedro  Mba Obiang Avomo,Jack Wilshere,Andy Carroll,Lucas Pérez Martínez,Paul Tierney,Constantine Hatzidakis,Mark Scholes,Lee Mason
249,30.11.2018,Cardiff City,Wolverhampton Wanderers,Neil Leonard Dula Etheridge,Souleymane Bamba,Sean Morrison,Bruno Écuélé Manga,Callum Paterson,Víctor Camarasa Ferrando,Harry Arter,Aron Einar Gunnarsson,Joe Ralls,Josh Murphy,David Junior Hoilett,Alex Smithies,Lee Peltier,Joe Bennett,Bobby Reid,Kadeem Harris,Danny Ward,Nathaniel Mendez-Laing,Rui Pedro dos Santos Patrício,Matt Doherty,Rúben Gonçalo Silva Nascimento Vinagre,Willy Boly,Conor  Coady,Romain Saïss,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Raúl Alonso Jiménez Rodríguez,Hélder Wander Sousa Azevedo Costa,Adama Traoré Diarra,John Ruddy,Ryan Bennett,Morgan Gibbs-White,Diogo José Teixeira da Silva,Ryan Giles,Ivan Ricardo Neves Abreu Cavaleiro,Leonardo Bonatini Lohner Maia,Andre Marriner,Scott Ledger,Simon Long,Martin Atkinson
250,26.11.2018,Burnley,Newcastle United,Joe Hart,Matthew Lowton,Charlie Taylor,Kevin Long,Ben Mee,Jack Cork,Aaron  Lennon,Steven Defour,Robbie Brady,Chris Wood,Sam Vokes,Tom Heaton,Ben Gibson,Phil Bardsley,Jeff Hendrick,Ashley Westwood,Ashley Barnes,Matěj Vydra,Martin Dúbravka,DeAndre Yedlin,Ciaran Clark,Fabian Lukas Schär,Federico Fernández,Mohamed Diamé,Matt Ritchie,Sung-Yeung Ki,Robert Kenedy Nunes do Nascimento,José Salomón Rondón Giménez,Ayoze Pérez Gutiérrez,Freddie Woodman,Javier Manquillo Gaitán,Jacob Murphy,Jonjo Shelvey,Isaac Hayden,Christian  Atsu Twasam,José Luis Sanmartín Mato,Anthony Taylor,Gary Beswick,Adam Nunn,Simon Hooper
251,25.11.2018,Wolverhampton Wanderers,Huddersfield Town,Rui Pedro dos Santos Patrício,Matt Doherty,Rúben Gonçalo Silva Nascimento Vinagre,Willy Boly,Conor  Coady,Ryan Bennett,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Raúl Alonso Jiménez Rodríguez,Hélder Wander Sousa Azevedo Costa,Ivan Ricardo Neves Abreu Cavaleiro,John Ruddy,Morgan Gibbs-White,Diogo José Teixeira da Silva,Romain Saïss,Leander Dendoncker,Leonardo Bonatini Lohner Maia,Adama Traoré Diarra,Jonas Lössl,Florent Hadërgjonaj,Erik Durm,Terence Kongolo,Christopher Schindler,Tom Smith,Aaron Mooy,Philip Billing,Alex  Pritchard,Jonathan Hogg,Steve Mounié,Ben Hamer,Jon Gorenc Stankovič,Ramadan Sobhi,Daniel Williams,Elias Kachunga,Isaac Mbenza,Laurent Depoitre,Kevin Friend,Matthew Wilkes,Simon Beck,Paul Tierney
252,25.11.2018,AFC Bournemouth,Arsenal,Asmir Begović,Simon Francis,Charlie Daniels,Steve Cook,Nathan Aké,Dan Gosling,David Brooks,Jefferson Andrés Lerma Solís,Ryan Fraser,Joshua King,Callum Wilson,Artur Boruc,Tyrone Mings,Andrew Surman,Lewis Cook,Junior Stanislas,Lys Mousset,Jermain  Defoe,Bernd Leno,Héctor Bellerín Moruno,Sead Kolašinac,Rob Holding,Sokratis Papastathopoulos,Shkodran Mustafi,Lucas Torreira Di Pascua,Granit Xhaka,Henrikh Mkhitaryan,Alex Iwobi,Pierre-Emerick Aubameyang,Petr Čech,Mohamed Naser Elsayed Elneny,Aaron Ramsey,Mesut Özil,Ainsley Maitland-Niles,Mattéo Guendouzi Olié,Edward Nketiah,Craig Pawson,Ian Hussin,Richard West,David Coote
253,24.11.2018,Tottenham Hotspur,Chelsea,Hugo Lloris,Serge Aurier,Ben Davies,Juan Marcos Foyth,Toby Alderweireld,Moussa Sissoko,Christian  Dannemann Eriksen,Eric Dier,Bamidele Alli,Heung-Min Son,Harry Kane,Paulo Dino Gazzaniga,Jan Vertonghen,Kyle Walker-Peters,Harry Winks,Erik Lamela,Lucas Rodrigues Moura da Silva,Fernando Llorente Torres,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,Marcos  Alonso Mendoza,Antonio Rüdiger,David Luiz Moreira Marinho,Jorge Luiz Frello Filho,N'Golo Kanté,Mateo Kovačić,Álvaro Borja Morata Martín,Willian Borges da Silva,Eden Hazard,Wilfredo Daniel Caballero,Davide Zappacosta,Andreas Christensen,Francesc Fàbregas i Soler,Ross Barkley,Pedro Eliezer Rodríguez Ledesma,Olivier Giroud,Martin Atkinson,Stephen Child,Lee Betts,Stuart Attwell
254,24.11.2018,Brighton & Hove Albion,Leicester City,Mathew Ryan,Bruno Saltor Grau,Bernardo Fernandes da Silva Junior,Shane Duffy,Lewis Dunk,Davy Pröpper,Anthony Knockaert,Beram Kayal,Pascal Groß,Glenn Murray,José Heriberto Izquierdo Mena,Jason Steele,Gaëtan Bong Songo,Leon-Aderemi Balogun,Yves Bissouma,Solomon March,Jürgen Locadia,Florin Andone,Kasper Schmeichel,Ricardo Domingos Barbosa Pereira,Ben Chilwell,Wes Morgan,Jonny Evans,Vicente Iborra de la Fuente,Demarai Gray,Nampalys Mendy,James Maddison,Marc Albrighton,Shinji Okazaki,Danny Ward,Danny Simpson,Caglar Söyüncü,Christian Fuchs,Onyinye Wilfred Ndidi,Kelechi Promise Iheanacho,Jamie Vardy,Chris Kavanagh,Daniel Cook,Sian Massey,Roger East
255,24.11.2018,Everton,Cardiff City,Jordan Pickford,Séamus Coleman,Lucas Digne,Michael Keane,Yerry Fernando Mina González,Idrissa Gana Gueye,André Filipe Tavares Gomes,Gylfi Þór Sigurðsson,Bernard  Anício Caldeira Duarte,Theo  Walcott,Richarlison de Andrade,Maarten Stekelenburg,Leighton Baines,Kurt Happy Zouma,Tom Davies,Cenk Tosun,Dominic Calvert-Lewin,Ademola Lookman,Neil Leonard Dula Etheridge,Bruno Écuélé Manga,Greg Cunningham,Sean Morrison,Souleymane Bamba,Callum Paterson,Joe Ralls,Víctor Camarasa Ferrando,Aron Einar Gunnarsson,Harry Arter,Kadeem Harris,Alex Smithies,Lee Peltier,Joe Bennett,Josh Murphy,Bobby Reid,Danny Ward,David Junior Hoilett,Paul Tierney,Adrian Holmes,Mark Scholes,Kevin Friend
256,24.11.2018,Fulham,Southampton,Sergio Rico González,Cyrus Christie,Maxime Le Marchand,Alfie Mawson,Calum Chambers,Denis Odoi,Tom Cairney,Jean Michaël Seri,André Schürrle,Kouassi Ryan Sessegnon,Aleksandar Mitrović,Marcus Bettinelli,Tim Ream,Joe  Bryan,Neeskens Kebano,Stefan Marius Johansen,Floyd Ayité,Aboubakar Kamara,Alex McCarthy,Cédric Ricardo Alves Soares,Matt Targett,Wesley Hoedt,Maya Yoshida,Pierre-Emile Højbjerg,Stuart Armstrong,Mario Lemina,Nathan Redmond,Manolo Gabbiadini,Charlie Austin,Angus Gunn,Jannik Vestergaard,Jack Stephens,Steven Davis,Mohamed Elyounoussi,James  Ward-Prowse,Michael Obafemi,Michael Oliver,Stuart Burt,Simon Bennett,Craig Pawson
257,24.11.2018,Manchester United,Crystal Palace,David de Gea Quintana,Matteo Darmian,Ashley Young,Victor Nilsson Lindelöf,Chris Smalling,Paul Pogba,Jesse Lingard,Nemanja Matić,Juan Manuel Mata García,Romelu Lukaku Menama,Anthony Martial,Lee Grant,Phil Jones,Luis Antonio Valencia Mosquera,Frederico Rodrigues Santos,Marouane Fellaini-Bakkioui,Alexis Alejandro Sánchez Sánchez,Marcus Rashford,Wayne  Hennessey,Aaron Wan-Bissaka,Patrick  van Aanholt,James Tomkins,Mamadou Sakho,Luka Milivojević,James McArthur,Cheikhou Kouyaté,Andros Townsend,Max  Meyer,Wilfried Zaha,Vicente Guaita Panadero,Joel Ward,Jeffrey  Schlupp,Martin Kelly,Jason Puncheon,Alexander Sørloth,Jordan Ayew,Lee Mason,Harry Lennard,Marc Perry,Anthony Taylor
258,24.11.2018,Watford,Liverpool,Ben Foster,Francisco Femenía Far,Adam Masina,Adrian Mariappa,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Maximiliano Pereyra,Troy Deeney,Gerard Deulofeu Lázaro,Heurelho da Silva Gomes,Marc Navarro Ceciliano,Christian Kabasele,Nathaniel Chalobah,Domingos Quina,Isaac  Ajayi Success,Andre Gray,Alisson Ramsés Becker,Trent Alexander-Arnold,Andrew Robertson,Dejan Lovren,Virgil van Dijk,Georginio Wijnaldum,Jordan Brian Henderson,Xherdan Shaqiri,Mohamed  Salah Ghaly,Roberto Firmino Barbosa de Oliveira,Sadio Mané,Simon Mignolet,Nathaniel Edwin Clyne,Joël Andre Job Matip,Fábio Henrique Tavares,James Philip Milner,Naby Deco Keïta,Daniel Andre Sturridge,Jonathan Moss,Edward Smart,Andy Halliday,David Coote
259,24.11.2018,West Ham United,Manchester City,Łukasz Fabiański,Pablo Javier Zabaleta Girod,Arthur Masuaku,Fabián Cornelio Balbuena González,Issa Diop,Declan Rice,Grady Diangana,Pedro  Mba Obiang Avomo,Felipe  Anderson Pereira Gomes,Michail Antonio,Marko Arnautović,Adrián San Miguel del Castillo,Aaron Cresswell,Angelo Obinze Ogbonna,Mark Noble,Andy Carroll,Javier Hernández Balcázar,Lucas Pérez Martínez,Ederson Santana de Moraes,Kyle Walker,Nicolás Hernán Otamendi,Aymeric  Laporte,Fabian Delph,Fernando Luiz Rosa,İlkay Gündoğan,David Josué Jiménez Silva,Sergio Leonel Agüero del Castillo,Raheem Shaquille Sterling,Leroy Sané,Arijanet Murić,Vincent Kompany,John Stones,Riyad Mahrez,Oleksandr Zinchenko,Philip Foden,Gabriel Fernando de Jesus,Andre Marriner,Scott Ledger,Simon Long,Keith Stroud
260,11.11.2018,Arsenal,Wolverhampton Wanderers,Bernd Leno,Héctor Bellerín Moruno,Sead Kolašinac,Rob Holding,Shkodran Mustafi,Granit Xhaka,Alex Iwobi,Lucas Torreira Di Pascua,Mesut Özil,Alexandre Lacazette,Pierre-Emerick Aubameyang,Petr Čech,Sokratis Papastathopoulos,Henrikh Mkhitaryan,Aaron Ramsey,Ainsley Maitland-Niles,Mattéo Guendouzi Olié,Edward Nketiah,Rui Pedro dos Santos Patrício,Matt Doherty,Jonathan Castro Otto,Willy Boly,Conor  Coady,Ryan Bennett,João Filipe Iria Santos Moutinho,Rúben Diogo Da Silva Neves,Raúl Alonso Jiménez Rodríguez,Hélder Wander Sousa Azevedo Costa,Ivan Ricardo Neves Abreu Cavaleiro,John Ruddy,Rúben Gonçalo Silva Nascimento Vinagre,Morgan Gibbs-White,Diogo José Teixeira da Silva,Romain Saïss,Leander Dendoncker,Adama Traoré Diarra,Stuart Attwell,Constantine Hatzidakis,Derek Eaton,Roger East
261,11.11.2018,Manchester City,Manchester United,Ederson Santana de Moraes,Kyle Walker,Benjamin Mendy,John Stones,Aymeric  Laporte,Fernando Luiz Rosa,Bernardo Mota Veiga de Carvalho e Silva,David Josué Jiménez Silva,Riyad Mahrez,Sergio Leonel Agüero del Castillo,Raheem Shaquille Sterling,Arijanet Murić,Vincent Kompany,İlkay Gündoğan,Fabian Delph,Philip Foden,Leroy Sané,Gabriel Fernando de Jesus,David de Gea Quintana,Ashley Young,Luke Shaw,Chris Smalling,Victor Nilsson Lindelöf,Nemanja Matić,Ander Herrera Agüera,Marouane Fellaini-Bakkioui,Jesse Lingard,Marcus Rashford,Anthony Martial,Sergio Germán Romero,Phil Jones,Matteo Darmian,Juan Manuel Mata García,Frederico Rodrigues Santos,Alexis Alejandro Sánchez Sánchez,Romelu Lukaku Menama,Anthony Taylor,Gary Beswick,Adam Nunn,Craig Pawson
